accuracy,val_accuracy,macro_f1_score,val_macro_f1_score,loss,val_loss
0.20976810157299042,0.16514405608177185,0.0,0.0,2.0740325450897217,2.0792131423950195
0.25843289494514465,0.1131412535905838,0.0,0.0,2.0427494049072266,2.080008029937744
0.2485945224761963,0.1131412535905838,0.0,0.0,2.0181374549865723,2.085981607437134
0.2533380091190338,0.1131412535905838,0.0,0.0,2.002572536468506,2.08443021774292
0.25,0.14546732604503632,0.0,0.0,1.9948692321777344,2.0711398124694824
0.2572031021118164,0.2094167321920395,0.0,0.0,1.9891968965530396,2.0178072452545166
0.2596626877784729,0.23541812598705292,0.0,0.0,1.9842816591262817,1.9920897483825684
0.2577301561832428,0.24244554340839386,0.0,0.0,1.980791449546814,1.979082703590393
0.2577301561832428,0.24595923721790314,0.0,0.0,1.9751498699188232,1.977046012878418
0.2712579071521759,0.30780041217803955,0.0,0.0,1.9684549570083618,1.9673047065734863
0.30586788058280945,0.31201687455177307,0.0,0.0,1.9640487432479858,1.963791012763977
0.3118411898612976,0.30147576332092285,0.0,0.0,1.957477331161499,1.9614880084991455
0.30780041217803955,0.2902319133281708,0.0,0.0,1.953686237335205,1.9664711952209473
0.3095572590827942,0.2867181897163391,0.0,0.0,1.9477216005325317,1.9652082920074463
0.3157062530517578,0.3021785020828247,0.0,0.0,1.9411917924880981,1.9526151418685913
0.307976096868515,0.2993675470352173,0.0,0.0,1.9369581937789917,1.9533015489578247
0.31166550517082214,0.2761770784854889,0.0,0.0,1.9303770065307617,1.9621617794036865
0.3090302050113678,0.29866477847099304,0.0,0.0,1.9280973672866821,1.9409080743789673
0.3137737214565277,0.3134223520755768,0.0,0.0,1.9194847345352173,1.9365164041519165
0.3181658387184143,0.300773024559021,0.0,0.0,1.9130340814590454,1.9326367378234863
0.319571316242218,0.2979620397090912,0.0,0.0,1.908544898033142,1.9527448415756226
0.3202740550041199,0.30920588970184326,0.0,0.0,1.9027808904647827,1.929255485534668
0.3202740550041199,0.3099086582660675,0.0,0.0,1.8950031995773315,1.9225218296051025
0.31851720809936523,0.282501757144928,0.0,0.0,1.8918617963790894,1.948323130607605
0.3190442621707916,0.3035839796066284,0.0,0.0,1.884702444076538,1.9174983501434326
0.32431483268737793,0.30007028579711914,0.0,0.0,1.8776297569274902,1.9171152114868164
0.32624736428260803,0.29866477847099304,0.0,0.0,1.8734022378921509,1.9221550226211548
0.32888263463974,0.3113141357898712,0.0,0.0,1.8617894649505615,1.9016976356506348
0.3253689408302307,0.3035839796066284,0.0,0.0,1.8576594591140747,1.910015344619751
0.32853126525878906,0.30498945713043213,0.0,0.0,1.8500703573226929,1.9001922607421875
0.32800421118736267,0.2993675470352173,0.0,0.0,1.8440730571746826,1.9109328985214233
0.33573436737060547,0.2958538234233856,0.0,0.0,1.8367162942886353,1.9053987264633179
0.33397752046585083,0.29515108466148376,0.0,0.0,1.8282744884490967,1.9048752784729004
0.33397752046585083,0.3099086582660675,0.0,0.0,1.8266220092773438,1.893914818763733
0.33784258365631104,0.300773024559021,0.0,0.0,1.8171331882476807,1.9025777578353882
0.3395994305610657,0.3042867183685303,0.0,0.0,1.8077561855316162,1.885189175605774
0.3415319621562958,0.28882643580436707,0.0,0.0,1.7997643947601318,1.8992551565170288
0.340477854013443,0.2958538234233856,0.0,0.0,1.795324683189392,1.890028953552246
0.34258610010147095,0.30147576332092285,0.0,0.0,1.791696548461914,1.8984450101852417
0.34346452355384827,0.3070976734161377,0.0,0.0,1.7828774452209473,1.875380039215088
0.34170764684677124,0.3021785020828247,0.0,0.0,1.779161810874939,1.8881269693374634
0.34539705514907837,0.300773024559021,0.0,0.0,1.766574501991272,1.872946858406067
0.3446943163871765,0.29725930094718933,0.0,0.0,1.7603933811187744,1.87898588180542
0.3452213704586029,0.29515108466148376,0.0,0.0,1.7591615915298462,1.8837690353393555
0.3485593795776367,0.30498945713043213,0.0,0.0,1.7495723962783813,1.8734245300292969
0.3480323255062103,0.3042867183685303,0.0,0.0,1.7419805526733398,1.8748040199279785
0.3462754786014557,0.29515108466148376,0.0,0.0,1.7395156621932983,1.8729264736175537
0.3501405417919159,0.2881236970424652,0.0,0.0,1.7294055223464966,1.8909090757369995
0.35172170400619507,0.305692195892334,0.0,0.0,1.7242616415023804,1.8575469255447388
0.3506675958633423,0.3042867183685303,0.0,0.0,1.719594955444336,1.8627026081085205
0.3487350642681122,0.29515108466148376,0.0,0.0,1.715813398361206,1.86501145362854
0.3529514968395233,0.29093465209007263,0.0,0.0,1.7059296369552612,1.8993988037109375
0.34891074895858765,0.30780041217803955,0.0,0.0,1.7095011472702026,1.8623002767562866
0.35330289602279663,0.29234012961387634,0.0,0.0,1.6924737691879272,1.8530488014221191
0.35558679699897766,0.2916373908519745,0.0,0.0,1.6874136924743652,1.8586530685424805
0.3534785807132721,0.29515108466148376,0.0,0.0,1.6824065446853638,1.8718843460083008
0.35558679699897766,0.3035839796066284,0.0,0.0,1.6747156381607056,1.865196943283081
0.35611385107040405,0.3021785020828247,0.0,0.0,1.6662321090698242,1.8437570333480835
0.35716795921325684,0.2944483458995819,0.0,0.0,1.6631484031677246,1.8676682710647583
0.3578706979751587,0.29866477847099304,0.0,0.0,1.661097764968872,1.8387824296951294
0.35470837354660034,0.30007028579711914,0.0,0.0,1.6560356616973877,1.8420684337615967
0.3608573377132416,0.2649332284927368,0.0,0.0,1.6462832689285278,1.9188793897628784
0.3554111123085022,0.29374560713768005,0.0,0.0,1.6412606239318848,1.8556864261627197
0.3612087070941925,0.2965565621852875,0.0,0.0,1.636159062385559,1.8346593379974365
0.36103302240371704,0.2712579071521759,0.0,0.0,1.6273785829544067,1.9144784212112427
0.35910049080848694,0.28601545095443726,0.0,0.0,1.6251813173294067,1.8573378324508667
0.358749121427536,0.29866477847099304,0.0,0.0,1.6185592412948608,1.8337055444717407
0.3617357611656189,0.30498945713043213,0.0,0.0,1.6081366539001465,1.8400676250457764
0.3589248061180115,0.30007028579711914,0.0,0.0,1.6084870100021362,1.8575927019119263
0.35962754487991333,0.29725930094718933,0.0,0.0,1.601521611213684,1.8524774312973022
0.35804638266563416,0.29515108466148376,0.0,0.0,1.594732403755188,1.8534533977508545
0.35910049080848694,0.2965565621852875,0.0,0.0,1.5935477018356323,1.841976284980774
0.36156007647514343,0.2979620397090912,0.0,0.0,1.5826890468597412,1.828560471534729
0.3612087070941925,0.30147576332092285,0.0,0.0,1.5747870206832886,1.8315004110336304
0.3620871305465698,0.2944483458995819,0.0,0.0,1.5737133026123047,1.8286725282669067
0.3589248061180115,0.28742092847824097,0.0,0.0,1.5761082172393799,1.8533456325531006
0.36103302240371704,0.30007028579711914,0.0,0.0,1.5683116912841797,1.836444616317749
0.36103302240371704,0.2867181897163391,0.0,0.0,1.561194896697998,1.873772144317627
0.36156007647514343,0.27547433972358704,0.0,0.0,1.5596719980239868,1.8764691352844238
0.3622628152370453,0.28601545095443726,0.0,0.0,1.5526632070541382,1.871885895729065
0.3608573377132416,0.2867181897163391,0.0,0.0,1.557226300239563,1.8523765802383423
0.3622628152370453,0.2789880633354187,0.0,0.0,1.539201259613037,1.8716108798980713
0.363668292760849,0.29515108466148376,0.0,0.0,1.5312163829803467,1.8461003303527832
