accuracy,val_accuracy,macro_f1_score,val_macro_f1_score,loss,val_loss
0.36269113421440125,0.15868577361106873,0.11525153368711472,0.039446890354156494,1.6851072311401367,2.4188802242279053
0.4302315413951874,0.1216357946395874,0.24841713905334473,0.029431510716676712,1.501723289489746,2.9209792613983154
0.46736565232276917,0.31457531452178955,0.3034226894378662,0.14970223605632782,1.4029079675674438,1.8090400695800781
0.5035386681556702,0.23837818205356598,0.35600796341896057,0.1185208186507225,1.307837963104248,2.427870512008667
0.5350808501243591,0.4809507131576538,0.4047103524208069,0.34042656421661377,1.2107131481170654,1.3789061307907104
0.577020525932312,0.36945125460624695,0.46930062770843506,0.2479093372821808,1.0886189937591553,1.8305062055587769
0.6128440499305725,0.4662705361843109,0.5272303223609924,0.38706350326538086,0.9660201668739319,1.522137999534607
0.6643949151039124,0.4264243245124817,0.6005908846855164,0.33609089255332947,0.8151642084121704,1.6415293216705322
0.7055482864379883,0.47990211844444275,0.6562955975532532,0.40072643756866455,0.7022928595542908,1.4810986518859863
0.7319353222846985,0.5200978517532349,0.6915369033813477,0.45128577947616577,0.6041452288627625,1.3863849639892578
0.7662734985351562,0.5393218994140625,0.7266349792480469,0.4945034980773926,0.5027806758880615,1.2511334419250488
0.785233736038208,0.5592449903488159,0.7548204064369202,0.495280385017395,0.45289289951324463,1.3863742351531982
0.8076889514923096,0.579517662525177,0.7809644341468811,0.544727087020874,0.39089953899383545,1.3512400388717651
0.8100480437278748,0.6015379428863525,0.7825521230697632,0.560614287853241,0.37527382373809814,1.2361520528793335
0.8230668306350708,0.600838840007782,0.7955809831619263,0.5850788950920105,0.32923227548599243,1.3039624691009521
0.8340759873390198,0.6571128964424133,0.8088858127593994,0.6145021915435791,0.30318570137023926,1.1063718795776367
0.8372215032577515,0.5239426493644714,0.8169506192207336,0.4741653800010681,0.2913254499435425,1.8488234281539917
0.8422892093658447,0.5914016366004944,0.8200162649154663,0.5569184422492981,0.28397136926651,1.4995718002319336
0.8411533236503601,0.6148200035095215,0.8201399445533752,0.5859642624855042,0.28267553448677063,1.348182201385498
0.8394932150840759,0.6350926160812378,0.8211482167243958,0.58650141954422,0.2829841375350952,1.3500239849090576
0.8449978232383728,0.5760223865509033,0.8193448185920715,0.5341690182685852,0.2641454041004181,1.5560632944107056
0.8465705513954163,0.5907025337219238,0.8244852423667908,0.5597726702690125,0.2611757814884186,1.4384289979934692
0.846657931804657,0.5763719081878662,0.8261052966117859,0.5370534658432007,0.2593063712120056,1.575510025024414
0.851813018321991,0.592799723148346,0.8313011527061462,0.5667852759361267,0.25099942088127136,1.5544183254241943
0.8507645130157471,0.5669346451759338,0.8294439315795898,0.534940242767334,0.241861954331398,1.7036669254302979
0.8525993824005127,0.6466270685195923,0.8324943780899048,0.6053632497787476,0.23449337482452393,1.287445306777954
0.8527741432189941,0.6682978272438049,0.8334646224975586,0.6272404193878174,0.24735991656780243,1.132921814918518
0.8535605072975159,0.647675633430481,0.8307831883430481,0.6039101481437683,0.22900456190109253,1.302142858505249
0.8580166101455688,0.5323313474655151,0.8351806998252869,0.48554688692092896,0.23588882386684418,1.9781484603881836
0.8501529097557068,0.5879063010215759,0.8319461941719055,0.5482360124588013,0.24095602333545685,1.7336442470550537
0.8505897521972656,0.6204124689102173,0.8319912552833557,0.5817658305168152,0.23995420336723328,1.487919569015503
